event_name,tweet_id,image_id,tweet_text,image,label,label_text,label_image,label_text_image
california_wildfires,917791291823591425,917791291823591425_1,"RT @Cal_OES: PLS SHARE: Weâ€™re capturing wildfire response, recovery info here: https://t.co/r89LKpjLPj https://t.co/HiA1oQF2Ax",data_image/california_wildfires/10_10_2017/917791291823591425_1.jpg,not_humanitarian,other_relevant_information,not_humanitarian,Negative
california_wildfires,917791291823591425,917791291823591425_0,"RT @Cal_OES: PLS SHARE: Weâ€™re capturing wildfire response, recovery info here: https://t.co/r89LKpjLPj https://t.co/HiA1oQF2Ax",data_image/california_wildfires/10_10_2017/917791291823591425_0.jpg,other_relevant_information,other_relevant_information,infrastructure_and_utility_damage,Negative
california_wildfires,917793137925459968,917793137925459968_0,RT @KAKEnews: California wildfires destroy more than 50 structures: https://t.co/IkSrNpmT83 #KAKEnews https://t.co/8risKwbBqr,data_image/california_wildfires/10_10_2017/917793137925459968_0.jpg,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,Positive
california_wildfires,917793137925459968,917793137925459968_1,RT @KAKEnews: California wildfires destroy more than 50 structures: https://t.co/IkSrNpmT83 #KAKEnews https://t.co/8risKwbBqr,data_image/california_wildfires/10_10_2017/917793137925459968_1.jpg,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,Positive
california_wildfires,917793137925459968,917793137925459968_2,RT @KAKEnews: California wildfires destroy more than 50 structures: https://t.co/IkSrNpmT83 #KAKEnews https://t.co/8risKwbBqr,data_image/california_wildfires/10_10_2017/917793137925459968_2.jpg,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,Positive
california_wildfires,917815040962695168,917815040962695168_1,"RT @TheAtlantic: Photos of California's destructive wildfires, via @TheAtlPhoto: https://t.co/mzYsQALqrl https://t.co/bWvczIJa2Z",data_image/california_wildfires/10_10_2017/917815040962695168_1.jpg,vehicle_damage,infrastructure_and_utility_damage,vehicle_damage,Negative
california_wildfires,917815040962695168,917815040962695168_0,"RT @TheAtlantic: Photos of California's destructive wildfires, via @TheAtlPhoto: https://t.co/mzYsQALqrl https://t.co/bWvczIJa2Z",data_image/california_wildfires/10_10_2017/917815040962695168_0.jpg,infrastructure_and_utility_damage,infrastructure_and_utility_damage,rescue_volunteering_or_donation_effort,Negative
california_wildfires,917815040962695168,917815040962695168_2,"RT @TheAtlantic: Photos of California's destructive wildfires, via @TheAtlPhoto: https://t.co/mzYsQALqrl https://t.co/bWvczIJa2Z",data_image/california_wildfires/10_10_2017/917815040962695168_2.jpg,infrastructure_and_utility_damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage,Positive
california_wildfires,917828283047260161,917828283047260161_0,Why California's #wildfires are worse in the fall. https://t.co/F6fMb97Djd https://t.co/jXmu1pAXpr,data_image/california_wildfires/10_10_2017/917828283047260161_0.jpg,other_relevant_information,other_relevant_information,other_relevant_information,Positive
california_wildfires,917828283047260161,917828283047260161_1,Why California's #wildfires are worse in the fall. https://t.co/F6fMb97Djd https://t.co/jXmu1pAXpr,data_image/california_wildfires/10_10_2017/917828283047260161_1.jpg,other_relevant_information,other_relevant_information,other_relevant_information,Positive
california_wildfires,917828283047260161,917828283047260161_2,Why California's #wildfires are worse in the fall. https://t.co/F6fMb97Djd https://t.co/jXmu1pAXpr,data_image/california_wildfires/10_10_2017/917828283047260161_2.jpg,other_relevant_information,other_relevant_information,other_relevant_information,Positive
california_wildfires,917830092620836864,917830092620836864_0,"Playing with my new friend, Chai. She's a California fire evacuee starting with us for a few days. I â¤ï¸ her! https://t.co/Z5PmkUyUJ5",data_image/california_wildfires/10_10_2017/917830092620836864_0.jpg,not_humanitarian,not_humanitarian,not_humanitarian,Positive
california_wildfires,917830092620836864,917830092620836864_2,"Playing with my new friend, Chai. She's a California fire evacuee starting with us for a few days. I â¤ï¸ her! https://t.co/Z5PmkUyUJ5",data_image/california_wildfires/10_10_2017/917830092620836864_2.jpg,not_humanitarian,not_humanitarian,not_humanitarian,Positive
california_wildfires,917830092620836864,917830092620836864_1,"Playing with my new friend, Chai. She's a California fire evacuee starting with us for a few days. I â¤ï¸ her! https://t.co/Z5PmkUyUJ5",data_image/california_wildfires/10_10_2017/917830092620836864_1.jpg,not_humanitarian,not_humanitarian,not_humanitarian,Positive
california_wildfires,917830092620836864,917830092620836864_3,"Playing with my new friend, Chai. She's a California fire evacuee starting with us for a few days. I â¤ï¸ her! https://t.co/Z5PmkUyUJ5",data_image/california_wildfires/10_10_2017/917830092620836864_3.jpg,not_humanitarian,not_humanitarian,not_humanitarian,Positive
california_wildfires,917832022017445888,917832022017445888_0,RT @Ciscokid__: Calistoga Fire #tubbsfire #napafire #ABC7now #kron4news #fire #california #napa https://t.co/aTcggkpkNe,data_image/california_wildfires/10_10_2017/917832022017445888_0.jpg,infrastructure_and_utility_damage,not_humanitarian,infrastructure_and_utility_damage,Negative
california_wildfires,917832022017445888,917832022017445888_2,RT @Ciscokid__: Calistoga Fire #tubbsfire #napafire #ABC7now #kron4news #fire #california #napa https://t.co/aTcggkpkNe,data_image/california_wildfires/10_10_2017/917832022017445888_2.jpg,not_humanitarian,not_humanitarian,not_humanitarian,Positive
california_wildfires,917832022017445888,917832022017445888_1,RT @Ciscokid__: Calistoga Fire #tubbsfire #napafire #ABC7now #kron4news #fire #california #napa https://t.co/aTcggkpkNe,data_image/california_wildfires/10_10_2017/917832022017445888_1.jpg,not_humanitarian,not_humanitarian,not_humanitarian,Positive
california_wildfires,917832022017445888,917832022017445888_3,RT @Ciscokid__: Calistoga Fire #tubbsfire #napafire #ABC7now #kron4news #fire #california #napa https://t.co/aTcggkpkNe,data_image/california_wildfires/10_10_2017/917832022017445888_3.jpg,other_relevant_information,not_humanitarian,other_relevant_information,Negative
california_wildfires,917834588814155776,917834588814155776_0,RT @AuroraWorldView: Deadly #California #wildfires force thousands to evacuate â€” VIDEO CLIPS https://t.co/34yc6b0Cgl https://t.co/unzRnxFlAl,data_image/california_wildfires/10_10_2017/917834588814155776_0.jpg,vehicle_damage,affected_individuals,vehicle_damage,Negative
california_wildfires,917834588814155776,917834588814155776_1,RT @AuroraWorldView: Deadly #California #wildfires force thousands to evacuate â€” VIDEO CLIPS https://t.co/34yc6b0Cgl https://t.co/unzRnxFlAl,data_image/california_wildfires/10_10_2017/917834588814155776_1.jpg,affected_individuals,affected_individuals,vehicle_damage,Negative
california_wildfires,917839142880468994,917839142880468994_0,Slideshow: Ten intense photos from the California wildfires &gt;&gt; https://t.co/wkeGc9zSIG https://t.co/SV9pMLbQS2,data_image/california_wildfires/10_10_2017/917839142880468994_0.jpg,infrastructure_and_utility_damage,other_relevant_information,infrastructure_and_utility_damage,Negative
california_wildfires,917839142880468994,917839142880468994_1,Slideshow: Ten intense photos from the California wildfires &gt;&gt; https://t.co/wkeGc9zSIG https://t.co/SV9pMLbQS2,data_image/california_wildfires/10_10_2017/917839142880468994_1.jpg,other_relevant_information,other_relevant_information,infrastructure_and_utility_damage,Negative
california_wildfires,917839142880468994,917839142880468994_3,Slideshow: Ten intense photos from the California wildfires &gt;&gt; https://t.co/wkeGc9zSIG https://t.co/SV9pMLbQS2,data_image/california_wildfires/10_10_2017/917839142880468994_3.jpg,other_relevant_information,other_relevant_information,infrastructure_and_utility_damage,Negative
california_wildfires,917839142880468994,917839142880468994_2,Slideshow: Ten intense photos from the California wildfires &gt;&gt; https://t.co/wkeGc9zSIG https://t.co/SV9pMLbQS2,data_image/california_wildfires/10_10_2017/917839142880468994_2.jpg,infrastructure_and_utility_damage,other_relevant_information,infrastructure_and_utility_damage,Negative
california_wildfires,917949723167875077,917949723167875077_0,Can all my friends and followers share and post in all social media ? ---CALIFORNIA BURNED CAT FROM WILDFIRES --- https://t.co/orDzEWIUJD,data_image/california_wildfires/11_10_2017/917949723167875077_0.jpg,not_humanitarian,other_relevant_information,not_humanitarian,Negative
california_wildfires,917949723167875077,917949723167875077_1,Can all my friends and followers share and post in all social media ? ---CALIFORNIA BURNED CAT FROM WILDFIRES --- https://t.co/orDzEWIUJD,data_image/california_wildfires/11_10_2017/917949723167875077_1.jpg,other_relevant_information,other_relevant_information,affected_individuals,Negative
california_wildfires,917954508231184385,917954508231184385_0,RT @riellarose: When the entire state of California is on fire https://t.co/LuhKo2R2Wn,data_image/california_wildfires/11_10_2017/917954508231184385_0.jpg,other_relevant_information,other_relevant_information,other_relevant_information,Positive
california_wildfires,917954508231184385,917954508231184385_1,RT @riellarose: When the entire state of California is on fire https://t.co/LuhKo2R2Wn,data_image/california_wildfires/11_10_2017/917954508231184385_1.jpg,other_relevant_information,other_relevant_information,other_relevant_information,Positive
california_wildfires,917991257594572800,917991257594572800_0,Emergency medical supplies delivered tonight to Sonoma Public Health for evacuees of Northern California #Wildfires https://t.co/VjIgVAQBLL,data_image/california_wildfires/11_10_2017/917991257594572800_0.jpg,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,Positive
california_wildfires,917991257594572800,917991257594572800_1,Emergency medical supplies delivered tonight to Sonoma Public Health for evacuees of Northern California #Wildfires https://t.co/VjIgVAQBLL,data_image/california_wildfires/11_10_2017/917991257594572800_1.jpg,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,Positive
california_wildfires,917991257594572800,917991257594572800_2,Emergency medical supplies delivered tonight to Sonoma Public Health for evacuees of Northern California #Wildfires https://t.co/VjIgVAQBLL,data_image/california_wildfires/11_10_2017/917991257594572800_2.jpg,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,Positive
california_wildfires,917991257594572800,917991257594572800_3,Emergency medical supplies delivered tonight to Sonoma Public Health for evacuees of Northern California #Wildfires https://t.co/VjIgVAQBLL,data_image/california_wildfires/11_10_2017/917991257594572800_3.jpg,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,Positive
california_wildfires,918010136072945664,918010136072945664_0,Images from Space show the true devastation of California's Wildfires https://t.co/CE4qsS1XUT https://t.co/h9ZAZmWFjy,data_image/california_wildfires/11_10_2017/918010136072945664_0.jpg,other_relevant_information,infrastructure_and_utility_damage,other_relevant_information,Negative
california_wildfires,918010136072945664,918010136072945664_1,Images from Space show the true devastation of California's Wildfires https://t.co/CE4qsS1XUT https://t.co/h9ZAZmWFjy,data_image/california_wildfires/11_10_2017/918010136072945664_1.jpg,other_relevant_information,infrastructure_and_utility_damage,other_relevant_information,Negative
california_wildfires,918046279120408576,918046279120408576_0,The devastating #wildfires in California still not letting up. Details right now at 5:30 #ABC11 https://t.co/61S0Rb0lbu,data_image/california_wildfires/11_10_2017/918046279120408576_0.jpg,other_relevant_information,other_relevant_information,other_relevant_information,Positive
california_wildfires,918046279120408576,918046279120408576_1,The devastating #wildfires in California still not letting up. Details right now at 5:30 #ABC11 https://t.co/61S0Rb0lbu,data_image/california_wildfires/11_10_2017/918046279120408576_1.jpg,other_relevant_information,other_relevant_information,other_relevant_information,Positive
california_wildfires,918060571517480960,918060571517480960_0,Wildfires hits #California #BRupdates #fire #injuries https://t.co/AphMxZYLEe,data_image/california_wildfires/11_10_2017/918060571517480960_0.jpg,other_relevant_information,other_relevant_information,infrastructure_and_utility_damage,Negative
california_wildfires,918060571517480960,918060571517480960_1,Wildfires hits #California #BRupdates #fire #injuries https://t.co/AphMxZYLEe,data_image/california_wildfires/11_10_2017/918060571517480960_1.jpg,other_relevant_information,other_relevant_information,infrastructure_and_utility_damage,Negative
california_wildfires,918060571517480960,918060571517480960_2,Wildfires hits #California #BRupdates #fire #injuries https://t.co/AphMxZYLEe,data_image/california_wildfires/11_10_2017/918060571517480960_2.jpg,infrastructure_and_utility_damage,other_relevant_information,infrastructure_and_utility_damage,Negative
california_wildfires,918104972268535810,918104972268535810_0,#CaliforniaWildfires so awful! My heart goes out to all affected https://t.co/XJTP0gMwQd https://t.co/yxz1NMZoOr,data_image/california_wildfires/11_10_2017/918104972268535810_0.jpg,not_humanitarian,not_humanitarian,infrastructure_and_utility_damage,Negative
california_wildfires,918104972268535810,918104972268535810_1,#CaliforniaWildfires so awful! My heart goes out to all affected https://t.co/XJTP0gMwQd https://t.co/yxz1NMZoOr,data_image/california_wildfires/11_10_2017/918104972268535810_1.jpg,vehicle_damage,not_humanitarian,vehicle_damage,Negative
california_wildfires,918312987299012608,918312987299012608_0,RT @azhaayanna: meanwhile california is on fire and it looks like we're living in blade runner. https://t.co/7f0pPHGe8B,data_image/california_wildfires/12_10_2017/918312987299012608_0.jpg,not_humanitarian,not_humanitarian,not_humanitarian,Positive
california_wildfires,918312987299012608,918312987299012608_1,RT @azhaayanna: meanwhile california is on fire and it looks like we're living in blade runner. https://t.co/7f0pPHGe8B,data_image/california_wildfires/12_10_2017/918312987299012608_1.jpg,not_humanitarian,not_humanitarian,not_humanitarian,Positive
